company_name,market_cap,np_qtr,roce,debt_equity,eps_12m,promoter_holding,cmp_pcf,roe,pat_12m,opm,sales_growth_3y,profit_growth_3y,fii_holding,dii_holding,cap_category,sector,industry
Kross Ltd,1208.88,22.45,16.43,0.11,8.56,68.52,-23.92,11.95,55.21,13.06,11.27,21.31,2.62,6.03,Small Cap,Automobile and Auto Components,Automobile and Auto Components
Diffusion Eng,1552.51,15.97,16.42,0.07,13.45,69.76,237.98,13.14,50.86,14.05,16.85,33.1,0.41,8.13,Small Cap,Capital Goods,Capital Goods
Dhillon Freight,13.53,0.72,16.42,0.35,3.44,64.98,-14.06,13.87,1.35,11.01,-5.03,55.38,0.0,0.0,Micro Cap,Services,Services
CitiPort Fin.,12.65,0.06,16.41,0.0,1.0,29.01,-3784.4,8.42,0.31,68.23,42.42,149.33,0.0,0.0,Micro Cap,Financial Services,Financial Services
Pharmacsia,69.15,-0.7,16.39,0.05,25.74,73.51,22.14,12.78,1.97,3.96,19.85,52.74,0.0,0.05,Micro Cap,Healthcare,Healthcare
Zuari Agro Chem.,950.46,-25.1,16.38,0.31,218.7,65.21,2.89,15.06,297.03,9.67,-11.09,33.72,2.84,0.09,Micro Cap,Chemicals,Chemicals
Ausom Enter.,152.92,0.83,16.38,0.05,14.3,73.7,10.55,12.81,19.48,0.66,127.21,153.2,0.11,0.0,Micro Cap,Consumer Services,Consumer Services
KKV Agro Powers,34.5,-1.38,16.37,0.61,52.44,69.56,-368.83,13.77,3.27,0.8,-7.99,40.07,0.0,0.0,Micro Cap,Agriculture,Agriculture
Trident Techlabs,194.16,-5.31,16.37,0.35,3.51,68.0,302.12,10.06,6.07,13.29,13.02,9.13,0.0,0.0,Micro Cap,Healthcare,Healthcare
Safalure Service,24.1,2.38,16.36,0.17,5.33,68.14,-4.0,16.74,5.35,14.15,12.14,19.69,0.0,0.0,Micro Cap,Services,Services
Interactive Fin,9.59,1.33,16.35,0.03,5.04,0.0,18.88,12.02,3.59,55.36,39.41,44.09,0.0,0.0,Micro Cap,Financial Services,Financial Services
Innovana Think.,669.46,1.82,16.35,0.21,18.46,72.65,91.38,15.96,38.14,24.55,18.66,17.84,1.18,1.09,Micro Cap,Information Technology,Information Technology
Suntech Infra.,70.29,10.73,16.35,0.82,7.1,69.54,-3.51,18.92,13.75,20.04,27.18,33.03,1.04,4.61,Micro Cap,Construction,Construction
Latteys Industri,120.8,1.38,16.32,0.91,0.62,70.42,-65.18,16.4,3.62,5.61,30.34,39.62,0.0,0.0,Micro Cap,Chemicals,Chemicals
Energy-Mission,141.58,5.51,16.32,0.31,10.53,73.76,-12.17,13.23,11.93,14.0,17.34,17.36,0.0,3.45,Micro Cap,Capital Goods,Capital Goods
Guj. Containers,80.88,2.34,16.31,0.07,13.04,59.66,11.17,13.55,7.37,8.81,2.48,-12.6,0.0,0.0,Micro Cap,Chemicals,Chemicals
Knowledge Marine,5440.04,23.53,16.31,0.39,32.24,53.53,-152.68,20.01,78.8,37.75,8.34,18.39,11.75,1.71,Small Cap,Services,Services
Wise Travel,263.48,17.17,16.31,0.73,12.38,69.25,-7.92,15.7,29.47,11.33,49.05,42.2,0.0,1.53,Micro Cap,Consumer Services,Consumer Services
Aurionpro Sol.,4799.39,61.36,16.29,0.03,37.68,28.98,152.66,13.44,217.74,20.01,28.87,30.79,16.29,1.25,Small Cap,Information Technology,Information Technology
Vaibhav Global,3851.05,81.14,16.29,0.25,15.93,57.43,17.54,17.75,263.01,9.7,11.12,36.34,16.44,2.23,Small Cap,Consumer Durables,Consumer Durables
Pasari Spinning,9.44,-0.06,16.28,3.88,0.2,53.06,21.62,147.37,0.28,54.72,-7.97,44.82,0.0,0.0,Micro Cap,Textiles,Textiles
Vishnu Chemicals,4050.12,43.4,16.28,0.49,21.13,69.21,-67.45,14.26,142.27,15.68,4.99,2.1,2.3,5.72,Small Cap,Chemicals,Chemicals
Lincoln Pharma.,1256.84,11.63,16.27,0.01,43.68,48.7,20.92,12.3,87.09,14.56,9.58,6.61,5.2,1.08,Small Cap,Healthcare,Healthcare
CP Bio-composites,16.65,1.37,16.27,0.2,0.68,70.0,-68.58,12.8,1.46,16.42,24.2,36.03,0.0,0.0,Micro Cap,Utilities,Utilities
Mitsu Chem Plast,206.99,7.72,16.26,0.57,11.5,67.77,31.85,15.01,15.71,9.93,4.26,9.98,0.0,0.0,Micro Cap,Chemicals,Chemicals
Novartis India,3546.57,25.25,16.25,0.0,37.74,70.58,45.46,11.63,93.18,26.56,-2.2,3.34,0.17,0.53,Small Cap,Healthcare,Healthcare
Madhusudan Masala,327.28,5.23,16.25,0.59,10.6,69.53,-13.76,15.44,16.16,11.02,27.15,41.12,0.68,4.47,Micro Cap,Fast Moving Consumer Goods,Fast Moving Consumer Goods
Indian Toners,308.38,7.62,16.24,0.0,26.2,69.25,14.76,12.64,27.44,21.06,1.36,1.41,0.0,0.03,Micro Cap,Chemicals,Chemicals
Mega Flex Plast.,146.36,5.62,16.23,0.03,5.99,73.92,55.58,12.35,7.27,10.35,14.01,59.55,0.0,0.0,Micro Cap,Chemicals,Chemicals
Khyati Global,36.98,3.31,16.23,1.05,8.87,62.86,0.0,18.43,5.19,6.67,0.0,0.0,0.0,0.0,Micro Cap,Services,Services
Rapid Valves,138.94,3.1,16.22,0.35,12.48,51.69,-12.31,13.37,6.48,19.37,48.06,141.51,0.0,9.73,Micro Cap,Capital Goods,Capital Goods
Max Industries,4309.31,50.85,16.21,0.3,22.73,43.21,40.85,9.23,170.48,12.33,16.89,42.91,2.41,1.34,Small Cap,Chemicals,Chemicals
Krishival Foods,1078.79,5.59,16.21,0.19,8.38,37.23,-49.89,13.11,21.48,9.34,61.08,47.6,0.54,1.33,Small Cap,Fast Moving Consumer Goods,Fast Moving Consumer Goods
Crazy Snacks,100.54,1.28,16.2,1.45,0.0,0.0,20.34,0.33,14.52,15.09,44.22,0.0,0.0,0.0,Micro Cap,Fast Moving Consumer Goods,Fast Moving Consumer Goods
Trans Industries,57.47,2.54,16.19,0.59,7.53,69.52,-5.72,13.78,6.82,8.54,72.87,187.8,0.0,5.7,Micro Cap,Capital Goods,Capital Goods
Zen Technologies,15726.01,47.24,16.18,0.01,21.43,48.51,-4927.67,10.74,192.84,35.82,46.47,66.81,5.99,10.06,Mid Cap,Defence,Defence
Firstsour.Solu.,16646.75,205.24,16.17,0.67,9.54,53.56,23.57,17.71,751.06,16.28,16.64,13.75,8.85,25.49,Mid Cap,Information Technology,Information Technology
Indiabulls,6322.06,194.26,16.17,0.15,1.18,32.89,122.29,23.06,323.71,33.19,1864.04,50.04,17.0,0.16,Small Cap,Financial Services,Financial Services
Hiwa Engineers,28.3,0.57,16.16,0.97,7.51,58.16,5.91,12.55,2.65,5.91,3.8,55.85,0.0,0.0,Micro Cap,Capital Goods,Capital Goods
DJ Mediaprint,394.03,5.35,16.16,0.32,2.92,56.17,-44.9,13.08,10.0,19.45,32.04,44.27,0.05,0.0,Micro Cap,"Media, Entertainment & Publication","Media, Entertainment & Publication"
Le Lavoir,53.01,0.49,16.15,0.18,6.46,3.51,0.0,13.84,2.24,15.96,0.0,0.0,0.95,0.0,Micro Cap,Consumer Services,Consumer Services
Guj. Themis Bio.,384.2,4197.11,10.89,17.86,0.56,4.28,70.86,-78.87,17.41,46.68,45.55,3.77,-6.97,1.8,Micro Cap,Healthcare,Healthcare
Motisons Jewel,13.98,1589.11,8.3,17.86,0.08,0.64,64.86,-94.17,14.01,63.94,17.77,10.16,42.26,2.03,Micro Cap,Consumer Durables,Consumer Durables
EPL Ltd,225.57,7223.6,103.3,17.84,0.34,12.14,26.38,24.0,15.77,411.13,20.26,8.84,21.8,17.22,Micro Cap,Chemicals,Chemicals
Wipro,175.48,184316.29,3521.6,17.84,0.23,12.58,72.62,12.01,15.46,13167.92,19.23,0.78,5.1,8.32,Micro Cap,Information Technology,Information Technology
TGIF Agribusines,98.0,25.36,0.96,17.84,0.0,7.81,73.28,21.97,17.24,2.02,59.34,0.0,0.0,0.0,Micro Cap,Fast Moving Consumer Goods,Fast Moving Consumer Goods
Relicab Cable,37.45,37.81,0.75,17.82,0.96,1.88,27.95,52.05,13.1,1.9,6.65,22.94,9.43,0.0,Micro Cap,Capital Goods,Capital Goods
Finbud Financial,126.85,241.64,6.35,17.82,0.2,6.12,48.25,-20.37,15.39,11.65,5.74,32.63,85.0,0.75,Micro Cap,Financial Services,Financial Services
EID Parry,714.0,12693.52,-287.17,17.81,0.4,32.02,41.44,16.03,8.3,693.04,8.95,3.02,-9.24,12.2,Micro Cap,Fast Moving Consumer Goods,Fast Moving Consumer Goods
Captain Polyplas,71.29,429.01,9.76,17.81,0.47,4.62,68.8,-29.02,16.3,27.78,10.51,22.93,66.39,0.0,Micro Cap,Chemicals,Chemicals
Smarten Power,59.5,113.05,2.92,17.79,0.07,4.63,67.1,-9.86,14.4,8.8,4.93,11.29,19.48,0.0,Micro Cap,Power,Power
Ambar Protein,197.6,113.62,2.46,17.78,0.62,12.23,72.69,38.66,18.38,7.03,2.4,13.21,35.75,0.0,Micro Cap,Fast Moving Consumer Goods,Fast Moving Consumer Goods
Carysil,1188.1,3383.0,27.38,17.77,0.45,34.52,41.33,-364.12,17.45,99.03,19.18,15.87,23.68,1.59,Small Cap,Consumer Durables,Consumer Durables
Metropolis Healt,523.8,10870.05,50.96,17.77,0.15,9.17,48.87,46.79,13.81,196.41,24.36,12.75,11.19,10.43,Micro Cap,Construction,Construction
Hannah Joseph,101.0,229.25,6.06,17.77,0.28,4.93,71.28,36.18,14.96,11.17,27.37,19.0,121.35,0.56,Micro Cap,Healthcare,Healthcare
Saregama India,498.9,9608.27,74.14,17.76,0.04,10.74,60.84,508.03,13.02,213.26,34.2,10.16,4.79,12.18,Micro Cap,"Media, Entertainment & Publication","Media, Entertainment & Publication"
Laurus Labs,1500.3,81020.12,282.09,17.76,0.48,16.46,27.49,398.22,18.3,894.38,26.2,4.09,4.21,25.82,Small Cap,Healthcare,Healthcare
United Polyfab,32.14,734.91,7.06,17.75,0.8,1.06,51.51,296.63,21.12,24.29,7.74,1.48,64.27,6.04,Micro Cap,Textiles,Textiles
L T Foods,374.95,12994.97,135.67,17.74,0.36,18.01,51.01,29.28,14.94,625.38,10.59,16.43,16.16,8.74,Micro Cap,Fast Moving Consumer Goods,Fast Moving Consumer Goods
Cords Cable,207.39,268.87,8.28,17.73,0.51,15.97,52.45,15.56,10.74,20.64,6.11,21.93,41.92,1.42,Micro Cap,Capital Goods,Capital Goods
Sameera Agro,5.45,32.45,6.65,17.73,0.05,2.8,68.43,-1.86,12.94,16.68,8.76,25.45,18.44,0.0,Micro Cap,Construction,Construction
Rithwik Facility,156.0,47.74,1.79,17.71,0.08,11.47,73.53,14.06,13.78,3.51,11.92,8.06,11.68,0.0,Micro Cap,Services,Services
Prostarm Info,136.64,805.28,8.76,17.71,0.31,5.9,72.82,-25.02,16.58,34.74,12.74,18.13,19.07,0.86,Micro Cap,Information Technology,Information Technology
Sh. Rama Multi.,42.2,560.85,4.72,17.7,0.12,1.86,61.57,178.66,14.97,24.76,16.88,6.89,69.66,0.0,Micro Cap,Textiles,Textiles
Lumax Industries,5198.5,4840.01,54.1,17.7,1.06,184.51,75.0,-97.48,22.02,186.3,9.68,21.73,20.67,1.63,Small Cap,Automobile and Auto Components,Automobile and Auto Components
Tirth Plastic,27.8,12.37,0.16,17.69,0.0,0.0,23.53,0.0,14.62,0.38,4.8,0.0,175.89,0.0,Micro Cap,Chemicals,Chemicals
M R P L,149.19,26118.17,116.99,17.69,1.08,10.98,88.58,10.39,14.17,1924.58,7.03,-6.66,-10.28,3.41,Micro Cap,"Oil, Gas and Consumable Fuels","Oil, Gas and Consumable Fuels"
Jash Engineering,516.85,3260.24,56.65,17.69,0.2,12.05,43.24,154.54,16.0,76.18,13.87,22.35,13.81,1.79,Micro Cap,Capital Goods,Capital Goods
N R Vandana,70.0,163.06,4.74,17.67,1.49,4.49,73.39,-15.31,20.72,10.46,7.82,15.92,81.48,0.0,Micro Cap,Realty,Realty
Autoriders Intl.,327.7,114.07,2.51,17.66,0.57,25.97,62.43,1075.27,16.72,9.04,27.94,12.84,10.78,0.0,Micro Cap,Automobile and Auto Components,Automobile and Auto Components
India Gelatine,355.7,252.27,4.48,17.65,0.02,35.39,69.05,22.46,13.75,25.1,17.21,-6.12,2.54,0.0,Micro Cap,Healthcare,Healthcare
CMS Info Systems,294.25,4839.47,79.06,17.65,0.09,18.43,0.0,22.42,13.2,310.06,23.97,9.11,1.76,24.22,Micro Cap,Financial Services,Financial Services
Aesthetik Engi.,73.95,127.34,3.62,17.64,0.5,4.14,69.57,-42.12,15.06,7.13,10.19,43.49,84.79,0.0,Micro Cap,Capital Goods,Capital Goods
GB Logistics,31.0,25.4,1.93,17.64,0.74,11.02,52.4,-2.05,16.52,9.03,8.95,0.0,0.0,0.29,Micro Cap,Services,Services
Mangalam World.,368.95,1096.54,15.37,17.63,0.79,16.87,66.5,-28.97,18.03,50.1,7.52,23.33,53.72,0.01,Micro Cap,Textiles,Textiles
Aluwind Infra,47.0,116.78,5.45,17.63,0.59,4.23,72.15,-7.91,16.2,10.52,11.88,41.39,56.59,0.0,Micro Cap,Construction,Construction
Tiger Logistics,36.58,399.48,2.22,17.62,0.31,2.04,57.3,-19.8,14.43,21.52,4.6,9.75,-2.59,11.48,Micro Cap,Services,Services
Sadbhav Infra.,2.68,96.17,85.94,17.62,0.0,0.0,-0.56,70.26,0.1,31.62,63.68,-2.07,-6.77,0.0,Micro Cap,Construction,Construction
Phantom Digital,178.35,283.98,20.69,17.61,0.1,21.78,44.83,0.0,13.05,32.62,31.38,0.0,0.0,1.79,Micro Cap,Information Technology,Information Technology
Sundram Fasten.,928.8,19506.23,161.36,17.6,0.15,28.13,46.95,85.17,14.93,603.55,15.89,3.56,7.26,11.25,Micro Cap,Automobile and Auto Components,Automobile and Auto Components
Source Natural,112.0,72.09,1.24,17.59,0.3,5.28,74.37,-500.09,14.13,3.4,8.37,52.64,17.05,0.0,Micro Cap,Fast Moving Consumer Goods,Fast Moving Consumer Goods
Omnitech Engg.,499.4,6193.58,29.34,17.56,0.64,6.42,74.19,-47.02,17.98,79.43,33.47,42.33,34.99,4.26,Micro Cap,Capital Goods,Capital Goods
Kennametal India,2986.0,6562.71,51.4,17.55,0.0,63.02,75.0,72.86,12.91,138.5,16.51,5.71,-5.46,0.35,Small Cap,Capital Goods,Capital Goods
Bharat Rasayan,1345.2,2231.95,39.12,17.53,0.0,85.99,74.99,31.98,13.34,157.05,16.03,0.21,5.43,0.54,Small Cap,Chemicals,Chemicals
India Homes,22.8,907.62,22.85,17.52,2.03,0.47,35.4,-178.32,52.28,18.66,82.49,73.76,36.67,0.0,Micro Cap,Realty,Realty
S P I C,67.61,1376.81,29.49,17.5,0.51,10.38,53.38,-68.0,16.46,211.48,10.13,1.48,-11.12,5.08,Micro Cap,Chemicals,Chemicals
Rajeshwari Cans,18.11,19.0,0.94,17.5,0.53,2.13,61.57,35.88,17.07,2.24,12.81,9.3,28.33,0.02,Micro Cap,Capital Goods,Capital Goods
Nuvama Wealth,1771.2,32308.83,268.79,17.49,2.8,57.19,54.13,-18.71,27.36,1041.04,52.72,27.71,50.6,16.94,Small Cap,Financial Services,Financial Services
Indian Sucrose,73.24,127.27,26.09,17.48,0.66,17.89,64.49,3.59,15.77,43.33,15.4,4.18,13.0,0.0,Micro Cap,Fast Moving Consumer Goods,Fast Moving Consumer Goods
Earkart,149.35,205.41,3.08,17.48,0.0,3.58,57.34,-31.32,11.7,4.93,15.45,23.17,55.55,0.0,Micro Cap,Healthcare,Healthcare
Arih.Found.Hsg.,850.85,823.77,4.29,17.47,1.08,59.17,37.29,425.43,17.29,58.97,23.17,87.01,80.85,0.0,Micro Cap,Realty,Realty
Redington,275.52,21543.21,287.58,17.47,0.28,19.06,0.0,50.54,16.89,1594.17,1.87,14.5,4.66,61.49,Micro Cap,Information Technology,Information Technology
Systematic Inds.,183.0,408.66,11.73,17.45,0.05,9.41,73.43,-69.29,14.9,21.02,6.63,19.91,49.35,1.02,Micro Cap,Capital Goods,Capital Goods
Foseco India,5323.4,4038.83,33.49,17.45,0.0,95.91,63.54,0.0,12.62,87.05,19.36,0.0,0.0,0.08,Small Cap,Metals and Mining,Metals and Mining
Consecutive Commodities,0.95,60.86,0.88,17.44,0.0,0.04,24.16,-12.55,14.4,2.7,5.3,0.0,0.0,200.0,Micro Cap,Financial Services,Financial Services
Magna Electrocas,1062.05,449.47,2.66,17.43,0.1,43.64,53.66,-127.45,13.47,18.47,16.87,6.06,5.7,0.0,Small Cap,Capital Goods,Capital Goods
Mahaveer Infoway,15.93,8.78,0.46,17.43,0.0,1.16,47.08,-24.11,14.71,0.64,-8.43,-14.05,14.17,0.0,Micro Cap,Information Technology,Information Technology
20 Microns,197.42,696.73,17.59,17.43,0.32,18.94,45.04,29.97,14.7,67.12,12.84,10.78,17.08,0.41,Micro Cap,Chemicals,Chemicals
TVS Motor Co.,3456.8,164172.93,819.55,17.42,3.43,63.53,50.27,-189.58,33.76,3049.68,14.9,20.59,32.9,22.56,Small Cap,Automobile and Auto Components,Automobile and Auto Components
GHCL,430.0,3952.24,115.64,17.41,0.02,51.39,19.87,8.17,12.97,456.45,22.5,-12.35,-25.12,24.66,Micro Cap,Information Technology,Information Technology
Matrimony.com,396.85,817.16,9.71,17.41,0.24,16.53,58.26,16.4,15.25,34.17,11.14,0.31,-6.74,19.28,Micro Cap,Consumer Services,Consumer Services
Cello World,374.05,8286.29,90.12,17.41,0.01,15.01,75.0,217.57,13.85,337.12,20.28,8.95,8.22,5.52,Micro Cap,Consumer Durables,Consumer Durables
Goodyear India,755.9,1738.39,9.69,17.4,0.04,26.66,74.0,18.33,12.58,76.06,5.68,-5.43,-14.77,0.27,Micro Cap,Automobile and Auto Components,Automobile and Auto Components
Padmanabh Inds.,9.22,5.61,0.23,17.39,6.21,0.39,2.21,-54.43,342.86,0.24,2.09,0.0,0.0,56.68,Micro Cap,Chemicals,Chemicals
Harshil Agrotech,0.33,30.8,-5.36,17.39,0.0,-0.03,0.0,-1.8,16.44,-2.52,-2.06,635.0,271.99,0.0,Micro Cap,Agriculture,Agriculture
Sarda Energy,505.8,0.0,0.0,17.39,0.36,31.38,73.16,23.51,16.09,1098.37,31.41,10.55,22.37,3.5,Micro Cap,Power,Power
Sangani Hospital,43.0,59.24,2.51,17.37,0.04,2.17,74.09,50.43,7.76,2.99,7.55,89.69,23.69,0.0,Micro Cap,Healthcare,Healthcare
Dr Agarwal's Eye,5004.0,2427.2,16.24,17.36,0.94,145.05,72.67,122.59,25.22,70.1,30.86,20.65,23.85,2.2,Small Cap,Healthcare,Healthcare
General Insuranc,364.05,63930.93,2532.59,17.35,0.0,55.08,82.4,87.59,14.64,9662.37,19.05,4.35,11.84,2.05,Micro Cap,Financial Services,Financial Services
JNK,489.0,2732.7,33.04,17.35,0.16,11.61,67.79,-76.8,12.12,64.95,11.23,26.22,11.94,1.18,Micro Cap,Capital Goods,Capital Goods
M R Maniveni,36.85,72.12,0.0,17.35,1.12,2.69,72.46,-22.57,21.07,3.86,4.6,0.0,0.0,12.53,Micro Cap,Consumer Services,Consumer Services
Yaan Enterprises,98.0,30.38,0.41,17.31,1.09,2.52,68.78,-14.13,15.76,0.78,5.65,115.24,135.13,0.0,Micro Cap,Services,Services
Cybertech Sys.,147.18,455.98,7.07,17.29,0.04,9.77,36.97,17.15,13.23,30.43,7.91,10.42,11.91,0.16,Micro Cap,Information Technology,Information Technology
Ipca Labs.,1647.2,41805.65,306.69,17.28,0.1,44.98,44.72,65.34,16.02,1202.29,20.51,15.85,38.31,10.63,Small Cap,Healthcare,Healthcare
Oberoi Realty,1754.1,63759.42,703.28,17.28,0.16,68.96,67.7,43.91,14.55,2446.15,55.89,12.75,9.21,15.42,Small Cap,Realty,Realty
Mason Infratech,126.0,301.64,14.07,17.27,0.68,9.14,52.6,-19.44,18.83,21.87,26.39,0.0,0.0,0.0,Micro Cap,Construction,Construction
Ceigall India,395.95,6892.23,129.04,17.26,0.61,17.9,82.06,-19.72,15.71,311.89,14.55,24.82,23.85,3.14,Micro Cap,Construction,Construction
Route Mobile,517.8,3263.85,114.43,17.24,0.02,37.94,74.85,9.74,12.46,324.01,12.19,7.29,-0.31,2.49,Micro Cap,Telecommunications,Telecommunications
Adani Power,227.05,437897.2,4271.4,17.22,0.84,6.66,74.96,70.21,21.07,12775.16,36.52,11.84,5.87,11.73,Micro Cap,Power,Power
FSN E-Commerce,302.05,86501.81,78.75,17.2,0.86,0.7,52.09,359.69,15.29,209.38,7.51,24.9,121.53,12.4,Micro Cap,Consumer Services,Consumer Services
Reganto Enterprises,6.62,96.85,4.08,17.19,0.0,0.78,63.43,-7.41,13.53,11.42,6.4,131.38,141.87,0.0,Micro Cap,Services,Services
Avenue Super.,4357.0,284223.28,656.42,17.19,0.1,45.56,74.51,-540.79,12.95,2970.49,7.54,17.12,7.77,9.0,Small Cap,Consumer Services,Consumer Services
Kanpur Plastipa.,189.17,463.29,14.59,17.18,0.42,15.07,68.12,18.07,16.23,38.19,9.12,14.64,87.22,0.0,Micro Cap,Chemicals,Chemicals
Eveready Inds.,366.05,2664.37,141.76,17.18,0.32,23.6,43.21,31.18,27.0,146.36,11.25,3.11,75.62,5.27,Micro Cap,Consumer Durables,Consumer Durables
Vdeal System,155.7,76.15,2.88,17.18,0.69,8.51,67.0,-10.64,15.01,4.16,16.98,22.77,55.8,0.0,Micro Cap,Information Technology,Information Technology
Bulkcorp Inter.,46.0,34.56,1.93,17.17,0.3,4.96,72.26,-5.8,11.35,3.73,10.12,19.62,45.54,0.0,Micro Cap,Services,Services
Omax Autos,216.43,461.97,17.34,17.15,0.15,17.32,54.86,7.36,11.64,38.53,10.24,17.22,54.18,0.36,Micro Cap,Automobile and Auto Components,Automobile and Auto Components
Natco Pharma,919.5,16473.71,269.0,17.14,0.08,79.2,49.42,13.98,16.86,1418.5,35.22,14.64,26.49,17.37,Micro Cap,Healthcare,Healthcare
Global Health,1304.7,35107.79,141.65,17.14,0.3,20.7,33.01,579.03,15.17,557.25,20.84,17.63,19.5,10.15,Small Cap,Healthcare,Healthcare
Paradeep Phosph.,134.52,13974.7,155.6,17.13,1.02,9.6,57.8,253.46,18.89,1025.93,9.86,17.83,48.32,8.36,Micro Cap,Healthcare,Healthcare
Kunststoff Inds.,23.75,16.36,0.44,17.11,0.0,2.48,29.62,12.94,13.93,1.71,12.94,-1.29,7.93,0.86,Micro Cap,Chemicals,Chemicals
Rachana Infra.,41.4,77.02,9.46,17.11,0.08,5.44,68.32,12.67,9.84,10.13,12.98,29.5,66.62,0.0,Micro Cap,Construction,Construction
C K K Retail,144.45,279.77,0.86,17.11,0.01,5.44,0.0,0.0,-57.98,13.51,10.8,4.64,35.18,30.77,Micro Cap,Consumer Services,Consumer Services
India Nipp.Elec.,964.85,2180.69,39.83,17.08,0.0,49.14,70.37,102.05,13.0,99.58,11.09,17.64,27.34,0.41,Micro Cap,Capital Goods,Capital Goods
Lloyds Engineeri,87.11,12738.42,46.49,17.08,0.06,1.36,41.91,0.0,16.38,189.88,14.54,0.0,0.0,2.11,Micro Cap,Capital Goods,Capital Goods
Ecoline Exim,204.1,418.72,7.28,17.08,0.36,9.84,74.57,0.0,15.99,20.19,8.73,-2.77,5.18,1.32,Micro Cap,Services,Services
Chalet Hotels,813.5,17821.7,163.01,17.07,0.64,29.46,67.29,54.68,19.15,645.91,42.87,34.89,60.17,4.71,Micro Cap,Consumer Services,Consumer Services
Indian Hotels Co,707.05,100720.64,645.43,17.06,0.22,14.64,38.12,77.84,14.24,1724.31,32.98,18.59,21.66,23.23,Micro Cap,Consumer Services,Consumer Services
JOJO,210.0,724.1,4.79,17.05,0.06,2.21,67.8,-63.16,11.62,5.62,42.69,521.53,725.24,0.0,Micro Cap,Consumer Services,Consumer Services
ARCL Organics,185.65,148.52,2.79,17.05,0.86,6.49,69.22,-8.57,6.71,5.36,9.05,18.16,-22.84,0.0,Micro Cap,Chemicals,Chemicals
V-Guard Industri,303.9,13274.95,95.35,17.03,0.03,5.94,53.23,45.66,13.01,274.77,7.34,12.01,15.27,12.07,Micro Cap,Consumer Durables,Consumer Durables
Veritaas Adver.,37.05,10.46,1.05,17.03,0.61,6.34,67.14,-3.78,14.07,1.79,22.85,23.93,60.86,2.21,Micro Cap,"Media, Entertainment & Publication","Media, Entertainment & Publication"
Gravita India,1663.6,12282.08,91.81,17.02,0.3,51.32,55.88,498.47,16.76,378.8,10.2,15.05,22.72,13.94,Small Cap,Metals and Mining,Metals and Mining
Premium Plast,44.05,84.12,2.94,17.01,0.09,3.6,68.73,-12.31,11.67,6.87,18.84,18.13,62.87,1.7,Micro Cap,Chemicals,Chemicals
Hexagon Nutri.,65.56,805.86,0.0,17.01,0.21,2.2,64.29,0.0,13.78,23.82,12.59,6.22,2.28,0.22,Micro Cap,Healthcare,Healthcare
BLS E-Services,232.88,2119.25,18.24,17.0,0.01,6.33,69.81,57.18,11.44,57.5,6.7,66.3,41.36,0.46,Micro Cap,Services,Services
Atishay,203.2,224.16,1.77,16.98,0.1,6.47,74.65,392.14,13.14,6.81,17.91,37.49,135.71,0.0,Micro Cap,Information Technology,Information Technology
TVS Holdings,13454.0,27196.84,865.36,16.98,5.59,839.45,74.46,-35.09,30.7,1712.27,15.69,19.99,40.16,3.29,Mid Cap,Financial Services,Financial Services
Aztec Fluids,99.7,135.59,3.18,16.98,0.29,5.45,74.76,0.0,13.77,7.41,13.56,0.0,0.0,2.94,Micro Cap,Information Technology,Information Technology
Shyam Dhani Ind.,64.05,132.3,4.34,16.98,0.52,4.13,72.0,-10.04,18.52,8.54,11.32,28.97,43.01,4.04,Micro Cap,Chemicals,Chemicals
Filatex India,51.73,2299.3,40.25,16.97,0.1,4.14,65.47,14.3,12.96,183.9,7.53,-1.12,27.02,4.22,Micro Cap,Textiles,Textiles
Aditya Vision,668.55,8639.41,21.73,16.97,0.83,9.05,47.14,-332.51,18.56,118.05,8.53,26.42,22.59,16.18,Micro Cap,Consumer Durables,Consumer Durables
Suraksha Diagno.,273.3,1418.4,6.16,16.97,0.53,6.18,49.1,79.67,14.12,32.19,30.73,17.75,61.23,13.46,Micro Cap,Healthcare,Healthcare
Tube Investments,3022.3,58556.79,234.01,16.96,0.1,32.9,44.04,-431.76,9.91,658.6,9.88,15.15,-11.39,21.42,Small Cap,Automobile and Auto Components,Automobile and Auto Components
Durlax Top,48.65,140.75,9.6,16.96,0.35,4.37,51.45,-8.05,14.51,12.64,12.05,40.42,68.76,0.85,Micro Cap,Chemicals,Chemicals
Euro Panel,167.19,410.0,8.81,16.95,1.0,11.1,63.93,-20.83,18.5,27.2,11.02,15.21,39.27,0.0,Micro Cap,Chemicals,Chemicals
Kaushalya,33.1,61.34,5.42,16.95,1.02,6.59,73.65,-4.11,18.36,12.22,0.11,58.74,34.17,0.0,Micro Cap,Realty,Realty
Rapid Multimodal,132.5,50.5,1.41,16.95,0.0,4.96,73.47,37.02,12.46,1.89,1.74,25.28,-1.87,0.0,Micro Cap,Services,Services
Balmer Law. Inv.,71.67,1589.99,84.68,16.91,0.15,8.04,59.67,8.58,12.67,178.39,13.22,5.32,17.37,1.06,Micro Cap,Financial Services,Financial Services
Mangal Compuso.,45.6,62.04,3.45,16.91,0.42,4.45,73.5,22.12,14.29,6.05,35.56,24.89,-4.75,0.0,Micro Cap,Services,Services
Paras Defence,1182.9,9532.29,38.88,16.9,0.04,10.93,53.2,-397.98,12.59,85.95,25.26,28.92,33.52,5.06,Small Cap,Defence,Defence
