company_name,symbol,revenue_cagr,pat_growth,eps_growth,roce,cash_flow,promoter_holding
Themis Medicare Limited,THEMISMED,,,,,,
Thermax Limited,THERMAX,,,,,,
Thomas Cook  (India)  Limited,THOMASCOOK,,,,,,
Thomas Scott (India) Limited,THOMASCOTT,,,,,,
Thyrocare Technologies Limited,THYROCARE,,,,,,
Tilaknagar Industries Limited,TI,,,,,,
Twamev Construction and Infrastructure Limited,TICL,,,,,,
Tiger Logistics (India) Limited,TIGERLOGS,,,,,,
Technocraft Industries (India) Limited,TIIL,,,,,,
Tube Investments of India Limited,TIINDIA,,,,,,
Tijaria Polypipes Limited,TIJARIA,,,,,,
TIL Limited,TIL,,,,,,
Time Technoplast Limited,TIMETECHNO,,,,,,
Timex Group India Limited,TIMEX,,,,,,
Timken India Limited,TIMKEN,,,,,,
Tinna Rubber and Infrastructure Limited,TINNARUBR,,,,,,
Tips Films Limited,TIPSFILMS,,,,,,
Tips Music Limited,TIPSMUSIC,,,,,,
Thirumalai Chemicals Limited,TIRUMALCHM,,,,,,
Tirupati Forge Limited,TIRUPATIFL,,,,,,
TITAGARH RAIL SYSTEMS LIMITED,TITAGARH,,,,,,
Titan Company Limited,TITAN,,,,,,
Tamilnad Mercantile Bank Limited,TMB,,,,,,
Tata Motors Limited,TMCV,,,,,,
Tata Motors Passenger Vehicles Limited,TMPV,,,,,,
Tamilnadu PetroProducts Limited,TNPETRO,,,,,,
Tamil Nadu Newsprint & Papers Limited,TNPL,,,,,,
Tamilnadu Telecommunication Limited,TNTELE,,,,,,
Tokyo Plast International Limited,TOKYOPLAST,,,,,,
Tolins Tyres Limited,TOLINS,,,,,,
Torrent Pharmaceuticals Limited,TORNTPHARM,,,,,,
Torrent Power Limited,TORNTPOWER,,,,,,
Total Transport Systems Limited,TOTAL,,,,,,
Touchwood Entertainment Limited,TOUCHWOOD,,,,,,
Teamo Productions HQ Limited,TPHQ,,,,,,
TPL Plastech Limited,TPLPLASTEH,,,,,,
Tracxn Technologies Limited,TRACXN,,,,,,
Transpek Industry Limited,TRANSPEK,,,,,,
Transrail Lighting Limited,TRANSRAILL,,,,,,
TRANSWORLD SHIPPING LINES LIMITED,TRANSWORLD,,,,,,
Travel Food Services Limited,TRAVELFOOD,,,,,,
Tree House Education & Accessories Limited,TREEHOUSE,,,,,,
TREJHARA SOLUTIONS LIMITED,TREJHARA,,,,,,
Transindia Real Estate Limited,TREL,,,,,,
Trent Limited,TRENT,,,,,,
TRF Limited,TRF,,,,,,
Trident Limited,TRIDENT,,,,,,
Trigyn Technologies Limited,TRIGYN,,,,,,
Triveni Turbine Limited,TRITURBINE,,,,,,
Triveni Engineering & Industries Limited,TRIVENI,,,,,,
TruCap Finance Limited,TRU,,,,,,
TruAlt Bioenergy Limited,TRUALT,,,,,,
TSF INVESTMENTS LIMITED,TSFINV,,,,,,
TTK Healthcare Limited,TTKHLTCARE,,,,,,
TTK Prestige Limited,TTKPRESTIG,,,,,,
T T Limited,TTL,,,,,,
Tata Teleservices (Maharashtra) Limited,TTML,,,,,,
TVS Electronics Limited,TVSELECT,,,,,,
TVS Holdings Limited,TVSHLTD,,,,,,
TVS Motor Company Limited,TVSMOTOR,,,,,,
TVS Supply Chain Solutions Limited,TVSSCS,,,,,,
TVS Srichakra Limited,TVSSRICHAK,,,,,,
TV Today Network Limited,TVTODAY,,,,,,
TV Vision Limited,TVVISION,,,,,,
United Breweries Limited,UBL,,,,,,
UCAL LIMITED,UCAL,,,,,,
UCO Bank,UCOBANK,,,,,,
Updater Services Limited,UDS,,,,,,
Ujaas Energy Limited,UEL,,,,,,
United Foodbrands Limited,UFBL,,,,,,
UFLEX Limited,UFLEX,,,,,,
UFO Moviez India Limited,UFO,,,,,,
The Ugar Sugar Works Limited,UGARSUGAR,,,,,,
Ugro Capital Limited,UGROCAP,,,,,,
Ujjivan Small Finance Bank Limited,UJJIVANSFB,,,,,,
UltraTech Cement Limited,ULTRACEMCO,,,,,,
Ultramarine & Pigments Limited,ULTRAMAR,,,,,,
Uma Exports Limited,UMAEXPORTS,,,,,,
Usha Martin Education & Solutions Limited,UMESLTD,,,,,,
UMIYA BUILDCON LIMITED,UMIYA-MRO,,,,,,
Unichem Laboratories Limited,UNICHEMLAB,,,,,,
United Drilling Tools Limited,UNIDT,,,,,,
Unicommerce Esolutions Limited,UNIECOM,,,,,,
Uniphos Enterprises Limited,UNIENTER,,,,,,
Uniinfo Telecom Services Limited,UNIINFO,,,,,,
Unimech Aerospace and Manufacturing Limited,UNIMECH,,,,,,
Union Bank of India,UNIONBANK,,,,,,
Uniparts India Limited,UNIPARTS,,,,,,
United Spirits Limited,UNITDSPR,,,,,,
Unitech Limited,UNITECH,,,,,,
United Polyfab Gujarat Limited,UNITEDPOLY,,,,,,
The United Nilgiri Tea Estates Company Limited,UNITEDTEA,,,,,,
Univastu India Limited,UNIVASTU,,,,,,
Universal Cables Limited,UNIVCABLES,,,,,,
Universus Photo Imagings Limited,UNIVPHOTO,,,,,,
UNO Minda Limited,UNOMINDA,,,,,,
UPL Limited,UPL,,,,,,
Uravi Defence and Technology Limited,URAVIDEF,,,,,,
Urban Company Limited,URBANCO,,,,,,
Urja Global Limited,URJA,,,,,,
Usha Martin Limited,USHAMART,,,,,,
Udayshivakumar Infra Limited,USK,,,,,,
UTI Asset Management Company Limited,UTIAMC,,,,,,
Utkarsh Small Finance Bank Limited,UTKARSHBNK,,,,,,
Fujiyama Power Systems Limited,UTLSOLAR,,,,,,
Uttam Sugar Mills Limited,UTTAMSUGAR,,,,,,
U. Y. Fincorp Limited,UYFINCORP,,,,,,
V2 Retail Limited,V2RETAIL,,,,,,
Vadilal Industries Limited,VADILALIND,,,,,,
Vaibhav Global Limited,VAIBHAVGBL,,,,,,
Vaishali Pharma Limited,VAISHALI,,,,,,
Vakrangee Limited,VAKRANGEE,,,,,,
Valiant Laboratories Limited,VALIANTLAB,,,,,,
Valiant Organics Limited,VALIANTORG,,,,,,
Vedanta Aluminium Metal Limited,VAML,,,,,,
Vardhman Acrylics Limited,VARDHACRLC,,,,,,
Vardhman Polytex Limited,VARDMNPOLY,,,,,,
Varroc Engineering Limited,VARROC,,,,,,
Vascon Engineers Limited,VASCONEQ,,,,,,
Vaswani Industries Limited,VASWANI,,,,,,
Varun Beverages Limited,VBL,,,,,,
Vaxtex Cotfab Limited,VCL,,,,,,
Vedanta Limited,VEDL,,,,,,
Vedanta Power Limited,VEDPOWER,,,,,,
Veedol Corporation Limited,VEEDOL,,,,,,
Veljan Denison Limited,VELJAN,,,,,,
Venky's (India) Limited,VENKEYS,,,,,,
Ventive Hospitality Limited,VENTIVE,,,,,,
Venus Pipes & Tubes Limited,VENUSPIPES,,,,,,
Venus Remedies Limited,VENUSREM,,,,,,
Veranda Learning Solutions Limited,VERANDA,,,,,,
Vertoz Limited,VERTOZ,,,,,,
Vesuvius India Limited,VESUVIUS,,,,,,
Veto Switchgears And Cables Limited,VETO,,,,,,
VARVEE GLOBAL LIMITED,VGL,,,,,,
V-Guard Industries Limited,VGUARD,,,,,,
Vardhman Holdings Limited,VHL,,,,,,
Viceroy Hotels Limited,VHLTD,,,,,,
Vidhi Specialty Food Ingredients Limited,VIDHIING,,,,,,
Vidya Wires Limited,VIDYAWIRES,,,,,,
Vijaya Diagnostic Centre Limited,VIJAYA,,,,,,
Viji Finance Limited,VIJIFIN,,,,,,
Vikas EcoTech Limited,VIKASECO,,,,,,
Vikas Lifecare Limited,VIKASLIFE,,,,,,
Vikram Solar Limited,VIKRAMSOLR,,,,,,
Vikran Engineering Limited,VIKRAN,,,,,,
Vimta Labs Limited,VIMTALABS,,,,,,
Vinati Organics Limited,VINATIORGA,,,,,,
Vintage Coffee And Beverages Limited,VINCOFE,,,,,,
Vindhya Telelinks Limited,VINDHYATEL,,,,,,
Vineet Laboratories Limited,VINEETLAB,,,,,,
Vinny Overseas Limited,VINNY,,,,,,
Vinyl Chemicals (India) Limited,VINYLINDIA,,,,,,
VIP Clothing Limited,VIPCLOTHNG,,,,,,
VIP Industries Limited,VIPIND,,,,,,
Vipul Limited,VIPULLTD,,,,,,
Virinchi Limited,VIRINCHI,,,,,,
VISA Chrome Limited,VISACHROME,,,,,,
Visaka Industries Limited,VISAKAIND,,,,,,
Vishnu Chemicals Limited,VISHNU,,,,,,
Vishwaraj Sugar Industries Limited,VISHWARAJ,,,,,,
Vedanta Iron and Steel Limited,VISL,,,,,,
Vital Chemtech Limited,VITAL,,,,,,
Viviana Power Tech Limited,VIVIANA,,,,,,
Visagar Polytex Limited,VIVIDHA,,,,,,
Vivimed Labs Limited,VIVIMEDLAB,,,,,,
Viyash Scientific Limited,VIYASH,,,,,,
VL E-Governance & IT Solutions Limited,VLEGOV,,,,,,
VLS Finance Limited,VLSFINANCE,,,,,,
V-Mart Retail Limited,VMART,,,,,,
Vishal Mega Mart Limited,VMM,,,,,,
VMS TMT Limited,VMSTMT,,,,,,
Vedanta Oil and Gas Limited,VOGL,,,,,,
Voltamp Transformers Limited,VOLTAMP,,,,,,
Voltas Limited,VOLTAS,,,,,,
Vishnu Prakash R Punglia Limited,VPRPL,,,,,,
Vraj Iron and Steel Limited,VRAJ,,,,,,
VRL Logistics Limited,VRLLOG,,,,,,
Vardhman Special Steels Limited,VSSL,,,,,,
VST Industries Limited,VSTIND,,,,,,
Vibhor Steel Tubes Limited,VSTL,,,,,,
V.S.T Tillers Tractors Limited,VSTTILLERS,,,,,,
Vardhman Textiles Limited,VTL,,,,,,
Waaree Energies Limited,WAAREEENER,,,,,,
Indosolar Limited,WAAREEINDO,,,,,,
Waaree Renewable Technologies Limited,WAAREERTL,,,,,,
VA Tech Wabag Limited,WABAG,,,,,,
Wakefit Innovations Limited,WAKEFIT,,,,,,
Walchandnagar Industries Limited,WALCHANNAG,,,,,,
Wanbury Limited,WANBURY,,,,,,
Western Carriers (India) Limited,WCIL,,,,,,
Wealth First Portfolio Managers Limited,WEALTH,,,,,,
Websol Energy System Limited,WEBELSOLAR,,,,,,
Weizmann Limited,WEIZMANIND,,,,,,
Wonder Electricals Limited,WEL,,,,,,
Welspun Corp Limited,WELCORP,,,,,,
Welspun Enterprises Limited,WELENT,,,,,,
Welspun Investments and Commercials Limited,WELINV,,,,,,
Welspun Specialty Solutions Limited,WELSPLSOL,,,,,,
Welspun Living Limited,WELSPUNLIV,,,,,,
Wendt (India) Limited,WENDT,,,,,,
WESTLIFE FOODWORLD LIMITED,WESTLIFE,,,,,,
WE WIN LIMITED,WEWIN,,,,,,
WeWork India Management Limited,WEWORK,,,,,,
Wheels India Limited,WHEELS,,,,,,
Whirlpool of India Limited,WHIRLPOOL,,,,,,
Williamson Magor & Company Limited,WILLAMAGOR,,,,,,
Windlas Biotech Limited,WINDLAS,,,,,,
Windsor Machines Limited,WINDMACHIN,,,,,,
Winsome Yarns Limited,WINSOME,,,,,,
The Western India Plywoods Limited,WIPL,,,,,,
Wipro Limited,WIPRO,,,,,,
Wockhardt Limited,WOCKPHARMA,,,,,,
Wonderla Holidays Limited,WONDERLA,,,,,,
Worth Peripherals Limited,WORTHPERI,,,,,,
WPIL Limited,WPIL,,,,,,
W S Industries (I) Limited,WSI,,,,,,
West Coast Paper Mills Limited,WSTCSTPAPR,,,,,,
Xchanging Solutions Limited,XCHANGING,,,,,,
Xelpmoc Design And Tech Limited,XELPMOC,,,,,,
Xpro India Limited,XPROINDIA,,,,,,
Xtglobal Infotech Limited,XTGLOBAL,,,,,,
Yasho Industries Limited,YASHO,,,,,,
Yatharth Hospital & Trauma Care Services Limited,YATHARTH,,,,,,
Yatra Online Limited,YATRA,,,,,,
Yes Bank Limited,YESBANK,,,,,,
Yuken India Limited,YUKEN,,,,,,
Zaggle Prepaid Ocean Services Limited,ZAGGLE,,,,,,
Zee Entertainment Enterprises Limited,ZEEL,,,,,,
Zee Learn Limited,ZEELEARN,,,,,,
Zee Media Corporation Limited,ZEEMEDIA,,,,,,
Zenith Exports Limited,ZENITHEXPO,,,,,,
Zenith Steel Pipes & Industries Limited,ZENITHSTL,,,,,,
Zensar Technologies Limited,ZENSARTECH,,,,,,
Zen Technologies Limited,ZENTEC,,,,,,
ZF Commercial Vehicle Control Systems India Limited,ZFCVINDIA,,,,,,
ZF Steering Gear (India) Limited,ZFSTEERING,,,,,,
Zim Laboratories Limited,ZIMLAB,,,,,,
Zodiac Energy Limited,ZODIAC,,,,,,
Zodiac Clothing Company Limited,ZODIACLOTH,,,,,,
Zota Health Care LImited,ZOTA,,,,,,
Saraswati Commercial India Limited,ZSARACOM,,,,,,
Zuari Agro Chemicals Limited,ZUARI,,,,,,
ZUARI INDUSTRIES LIMITED,ZUARIIND,,,,,,
Zydus Lifesciences Limited,ZYDUSLIFE,,,,,,
Zydus Wellness Limited,ZYDUSWELL,,,,,,
3B Films Ltd,3BFILMS,,,,,,
3C IT Solutions and Telecoms (India) Ltd,3CIT,,,,,,
AA Plus Tradelink Ltd,AAPLUSTRAD,,,,,,
Aashka Hospitals Ltd,AASHKA,,,,,,
Aayush Art And Bullion Ltd,AAYUSHBULL,,,,,,
Abram Food Ltd,ABRFL,,,,,,
Abril Paper Tech Ltd,ABRIL,,,,,,
Acceleratebs India Ltd,ACCELERATE,,,,,,
Accord Transformer & Switchgear Ltd,ACCORDTS,,,,,,
Ace Alpha Tech Ltd,ACEALPHA,,,,,,
Acewin Agriteck Ltd,ACEWIN,,,,,,
Amrapali Capital and Finance Services Ltd,ACFSL,,,,,,
Aelea Commodities Ltd,ACLD,,,,,,
Aditya Consumer Marketing Ltd,ACML,,,,,,
Adcounty Media India Ltd,ADCOUNTY,,,,,,
Adeshwar Meditex Ltd,ADESHWAR,,,,,,
Adhiraj Distributors Ltd (ITP),ADHIRAJ (ITP),,,,,,
Adishakti Loha and Ispat Ltd,ADISHAKTI,,,,,,
Admach Systems Ltd,ADMACH,,,,,,
Afcom Holdings Ltd,AFCOM,,,,,,
Autofurnish Ltd,AFLTD,,,,,,
Agrimony Commodities Ltd,AGRIMONY,,,,,,
Ahasolar Technologies Ltd,AHASOLAR,,,,,,
AIK Pipes and Polymers Ltd,AIKPIPES,,,,,,
Airfloa Rail Technology Ltd,AIRFLOA,,,,,,
AJC Jewel Manufacturers Ltd,AJCJEWEL,,,,,,
Alkosign Ltd,ALKOSIGN,,,,,,
Alphalogic Industries Ltd,ALPHAIND,,,,,,
Amanaya Ventures Ltd,AMANAYA,,,,,,
Ambo Agritec Ltd,AMBOAGRI,,,,,,
Ameenji Rubber Ltd,AMEENJI,,,,,,
Amic Forging Ltd,AMIC,,,,,,
Amkay Products Ltd,AMKAY,,,,,,
Amrapali Fincap Ltd,AMRAFIN,,,,,,
Amwill Health Care Ltd,AMWILL,,,,,,
Angel Fibers Ltd,ANGEL,,,,,,
Accretion Nutraveda Ltd,ANL,,,,,,
Asston Pharmaceuticals Ltd,APL,,,,,,
Aptus Pharma Ltd,APPL,,,,,,
Arambhan Hospitality Services Ltd,ARAMBHAN,,,,,,
Arihant Institute Ltd,ARIHANTINS,,,,,,
Aritas Vinyl Ltd,ARITAS,,,,,,
Arrowhead Seperation Engineering Ltd,ARROWHEAD,,,,,,
Asarfi Hospital Ltd,ASARFI,,,,,,
Associated Coaters Ltd,ASSOCIATED,,,,,,
Astonea Labs Ltd,ASTONEALAB,,,,,,
Astron Multigrain Ltd,ASTRONMULT,,,,,,
Aten Papers & Foam Ltd,ATENPAPERS,,,,,,
Athena Constructions Ltd,ATHCON,,,,,,
Apollo Techno Industries Ltd,ATIL,,,,,,
Ace Tours Worldwide Ltd,ATWL,,,,,,
Aureate Tradde Ltd,AUREATE,,,,,,
Austere Systems Ltd,AUSTERE,,,,,,
Autumn Builders Ltd (ITP),AUTUMN (ITP),,,,,,
Avax Apparels and Ornaments Ltd,AVAX,,,,,,
Aztec Fluids & Machinery Ltd,AZTEC,,,,,,
Bai-Kakaji Polymers Ltd,BAIKAKAJI,,,,,,
Bhatia Colour Chem Ltd,BCCL,,,,,,
B. D. Industries (Pune) Ltd,BDI,,,,,,
Beezaasan Explotech Ltd,BEEZAASAN,,,,,,
Benara Bearings and Pistons Ltd,BENARA,,,,,,
Benchmark Computer Solutions Ltd,BENCHMARK,,,,,,
Bhanderi Infracon Ltd,BHANDERI,,,,,,
Bharatrohan Airborne Innovations Ltd,BHARATROHAN,,,,,,
Bhavik Enterprises Ltd,BHAVIK,,,,,,
Billwin Industries Ltd,BILLWIN,,,,,,
Bindal Exports Ltd,BINDALEXPO,,,,,,
Bizotic Commercial Ltd,BIZOTIC,,,,,,
BLT Logistics Ltd,BLT,,,,,,
Bothra Metals & Alloys Ltd,BMAL,,,,,,
Bondada Engineering Ltd,BONDADA,,,,,,
Brandbucket Media & Technology Ltd,BRANDBUCKT,,,,,,
B.R.Goyal Infrastructure Ltd,BRGIL,,,,,,
Bright Outdoor Media Ltd,BRIGHT,,,,,,
Brisk Technovision Ltd,BRISK,,,,,,
Broach Lifecare Hospital Ltd,BROACH,,,,,,
B-Right Realestate Ltd,BRRL,,,,,,
Blueblood Ventures Ltd,BVL,,,,,,
Cargosol Logistics Ltd,CARGOSOL,,,,,,
Cargotrans Maritime Ltd,CARGOTRANS,,,,,,
Chandra Bhagat Pharma Ltd,CBPL,,,,,,
City Crops Agro Ltd,CCAL,,,,,,
CFF Fluid Control Ltd,CFF,,,,,,
Chatha Foods Ltd,CHATHA,,,,,,
Cian Healthcare Ltd,CHCL,,,,,,
Chemkart India Ltd,CHEMKART,,,,,,
Chiraharit Ltd,CHIRAHARIT,,,,,,
Chothani Foods Ltd,CHOTHANI,,,,,,
Chatterbox Technologies Ltd,CHTR,,,,,,
Citichem India Ltd,CITICHEM,,,,,,
Cityon Systems (India) Ltd (ITP),CITYON (ITP),,,,,,
Jay Ambe Supermarkets Ltd,CITYSQUARE,,,,,,
Clara Industries Ltd,CLARA,,,,,,
CLN Energy Ltd,CLN,,,,,,
Concord Control Systems Ltd,CNCRD,,,,,,
Channel Nine Entertainment Ltd,CNEL,,,,,,
Capitalnumbers Infotech Ltd,CNINFOTECH,,,,,,
Command Polymers Ltd,COMMAND,,,,,,
Comrade Appliances Ltd,COMRADE,,,,,,
Containe Technologies Ltd,CONTAINE,,,,,,
Cosmic CRF Ltd,COSMICCRF,,,,,,
Cospower Engineering Ltd,COSPOWER,,,,,,
United Cotfab Ltd,COTFAB,,,,,,
City Pulse Multiventures Ltd,CPML,,,,,,
CRP Risk Management Ltd,CRPRISK,,,,,,
Cryogenic Ogs Ltd,CRYOGENIC,,,,,,
Captain Technocast Ltd,CTCL,,,,,,
Clinitech Laboratory Ltd,CTLLAB,,,,,,
Dachepalli Publishers Ltd,DACHEPALLI,,,,,,
DAPS Advertising Ltd,DAPS,,,,,,
Davin Sons Retail Ltd,DAVIN,,,,,,
Devoted Construction Ltd,DCL,,,,,,
Deepak Chemtex Ltd,DEEPAKCHEM,,,,,,
Defrail Technologies Ltd,DEFRAIL,,,,,,
Dekson Castings Ltd (ITP),DEKSON (ITP),,,,,,
Desco Infratech Ltd,DESCO,,,,,,
Dev Labtech Venture Ltd,DEVLAB,,,,,,
Dindigul Farm Product Ltd,DFPL,,,,,,
Diksha Greens Ltd,DGL,,,,,,
Dharni Capital Services Ltd,DHARNI,,,,,,
Dhillon Freight Carrier Ltd,DHILLON,,,,,,
Dhyaani Tradeventtures Ltd,DHYAANITR,,,,,,
Digilogic Systems Ltd,DIGILOGIC,,,,,,
Diksat Transworld Ltd,DIKSAT,,,,,,
Diksha Polymers Ltd,DIKSHA,,,,,,
Dolphin Kitchen Utensils and Appliances Ltd,DKUAL,,,,,,
Dr Lalchandani Labs Ltd,DLCL,,,,,,
Diggi Multitrade Ltd,DML,,,,,,
DMR Engineering Ltd,DMR,,,,,,
Dipna Pharmachem Ltd,DPL,,,,,,
DRA Consultants Ltd,DRA,,,,,,
Droneacharya Aerial Innovations Ltd,DRONACHRYA,,,,,,
Dhruv Wellness Ltd,DWL,,,,,,
Earkart Ltd,EARKART,,,,,,
Earthstahl & Alloys Ltd,EARTH,,,,,,
Esteem Bio Organic Food Processing Ltd,EBFL,,,,,,
Eco Friendly Food Processing Park Ltd,EFPL,,,,,,
Eighty Jewellers Ltd,EIGHTY,,,,,,
East India Securities Ltd,EIS,,,,,,
Ekennis Software Service Ltd,EKENNIS,,,,,,
Elfin Agro India Ltd,ELFIN,,,,,,
Emiac Technologies Ltd,EMIAC,,,,,,
Emmforce Autotech Ltd,EMMFORCE,,,,,,
Encash Entertainment Ltd,ENCASH,,,,,,
EP Biocomposites Ltd,EPBIO,,,,,,
Essex Marine Ltd,ESSEX,,,,,,
Euphoria Infotech (India) Ltd,EUPHORIAIT,,,,,,
Evans Electric Ltd,EVANS,,,,,,
Evoq Remedies Ltd,EVOQ,,,,,,
Exato Technologies Ltd,EXATO,,,,,,
Exhicon Events Media Solutions Ltd,EXHICON,,,,,,
Faalcon Concepts Ltd,FAALCON,,,,,,
Fabtech Technologies Cleanrooms Ltd,FABCLEAN,,,,,,
Fabino Enterprises Ltd,FABINO,,,,,,
Fractal Industries Ltd,FIL,,,,,,
Filtra Consultants and Engineers Ltd,FILTRA,,,,,,
Focus Business Solution Ltd,FOCUS,,,,,,
Fone4 Communications (India) Ltd,FONE4,,,,,,
Franklin Leasing and Finance Ltd,FRANKLIN,,,,,,
Focus Suites Solutions & Services Ltd,FSSPL,,,,,,
Finelistings Technologies Ltd,FTL,,,,,,
Gallard Steel Ltd,GALLARD,,,,,,
Ganga Pharmaceuticals Ltd,GANGAPHARM,,,,,,
Ganesha Ecoverse Ltd,GANVERSE,,,,,,
PNGS Gargi Fashion Jewellery Ltd,GARGI,,,,,,
GB Logistics Commerce Ltd,GBLOGISTIC,,,,,,
GCM Capital Advisors Ltd,GCMCAPI,,,,,,
GCM Commodity & Derivatives Ltd,GCMCOMM,,,,,,
Gconnect Logitech and Supply Chain Ltd,GCONNECT,,,,,,
Gautam Exim Ltd,GEL,,,,,,
GEM Enviro Management Ltd,GEMENVIRO,,,,,,
Getalong Enterprise Ltd,GETALONG,,,,,,
Ghushine Fintrrade Ocean Ltd,GHUSHINE,,,,,,
Glaam Up Jwel Ltd,GLAAMUP,,,,,,
Glen Industries Ltd,GLEN,,,,,,
Global Longlife Hospital and Research Ltd,GLHRL,,,,,,
Global Ocean Logistics India Ltd,GLOBALLOG,,,,,,
Globtier Infotech Ltd,GLOBTIER,,,,,,
Goldline Pharmaceutical Ltd,GLPL,,,,,,
G M Polyplast Ltd,GMPL,,,,,,
Goblin India Ltd,GOBLIN,,,,,,
Goel Food Products Ltd,GOEL,,,,,,
Goel Construction Company Ltd,GOELCONS,,,,,,
Gokul Solutions Ltd (ITP),GOKULSOL (ITP),,,,,,
Gujarat Peanut And Agri Products Ltd,GPAPL,,,,,,
Gabriel Pet Straps Ltd,GPSL,,,,,,
GRE Renew Enertech Ltd,GRERENEW,,,,,,
Gabion Technologies India Ltd,GTIL,,,,,,
Gujarat Hy-Spin Ltd,GUJHYSPIN,,,,,,
Greenhitech Ventures Ltd,GVL,,,,,,
Hamps Bio Ltd,HAMPS,,,,,,
Hanman Fit Ltd,HANMAN,,,,,,
Hannah Joseph Hospital Ltd,HANNAH,,,,,,
Harikanta Overseas Ltd,HARIKANTA,,,,,,
Harshdeep Hortico Ltd,HARSHDEEP,,,,,,
Has Lifestyle Ltd (ITP),HASJUICE (ITP),,,,,,
Humming Bird Education Ltd,HBEL,,,,,,
Healthy Life Agritec Ltd,HEALTHYLIFE,,,,,,
Helloji Holidays Ltd,HELLOJI,,,,,,
Highness Microelectronics Ltd,HIGHNESS,,,,,,
H.M. Electro Mech Ltd,HMEML,,,,,,
Horizon Reclaim (India) Ltd,HORIZON,,,,,,
HPC Biosciences Ltd,HPCBL,,,,,,
HRS Aluglaze Ltd,HRS,,,,,,
Hemant Surgical Industries Ltd,HSIL,,,,,,
ICL Organic Dairy Products Ltd,ICLORGANIC,,,,,,
Icodex Publishing Solutions Ltd,ICODEX,,,,,,
Icon Facilitators Ltd,ICON,,,,,,
Identixweb Ltd,IDENTIXWEB,,,,,,
India Green Reality Ltd,IGRL,,,,,,
Indobell Insulations Ltd,INDOBELL,,,,,,
Indong Tea Company Ltd,INDONG,,,,,,
INDO SMC Ltd,INDOSMC,,,,,,
Infinity Infoway Ltd,INFINITY,,,,,,
Inflame Appliances Ltd,INFLAME,,,,,,
Infonative Solutions Ltd,INFONATIVE,,,,,,
Innokaiz India Ltd,INNOKAIZ,,,,,,
Innovative Ideals and Services (India) Ltd,INNOVATIVE,,,,,,
Innovators Facade Systems Ltd,INNOVATORS,,,,,,
Innovatus Entertainment Networks Ltd,INNOVATUS,,,,,,
ITCONS E-Solutions Ltd,ITCONS,,,,,,
Jaisukh Dealers Ltd (ITP),JAISUKH DEAL (ITP),,,,,,
Janus Corporation Ltd,JANUSCORP,,,,,,
Jayant Infratech Ltd,JAYANT,,,,,,
Jay Kailash Namkeen Ltd,JAYKAILASH,,,,,,
JD Cables Ltd,JDCABLES,,,,,,
Jash Dealmark Ltd,JDML,,,,,,
Jetmall Spices and Masala Ltd,JETMALL,,,,,,
Jet Solar Ltd,JETSOLAR,,,,,,
Jhandewalas Foods Ltd,JFL,,,,,,
Jigar Cables Ltd,JIGAR,,,,,,
Jigyasa Infrastructure Ltd (ITP),JIGYASA (ITP),,,,,,
Jinaams Dress Ltd,JINAAM,,,,,,
Jointeca Education Solutions Ltd,JOINTECAED,,,,,,
Jonjua Overseas Ltd,JONJUA,,,,,,
JLA Infraville Shoppers Ltd,JSHL,,,,,,
Jungle Camps India Ltd,JUNGLECAMP,,,,,,
Justo Realfintech Ltd,JUSTO,,,,,,
Kaarya Facilities and Services Ltd,KAARYAFSL,,,,,,
Kahan Packaging Ltd,KAHAN,,,,,,
Kaka Industries Ltd,KAKA,,,,,,
Kalyani Cast-Tech Ltd,KALYANI,,,,,,
Kanishk Aluminium India Ltd,KANISHK,,,,,,
Karbonsteel Engineering Ltd,KARBON,,,,,,
Kasturi Metal Composite Ltd,KASTURI,,,,,,
Karnimata Cold Storage Ltd,KCSL,,,,,,
Khemani Distributors & Marketing Ltd,KDML,,,,,,
Kenrik Industries Ltd,KENRIK,,,,,,
Kesar India Ltd,KESAR,,,,,,
Khyati Global Ventures Ltd,KGVL,,,,,,
Khazanchi Jewellers Ltd,KHAZANCHI,,,,,,
Kiaasa Retail Ltd,KIAASA,,,,,,
Kizi Apparels Ltd,KIZI,,,,,,
KK Shah Hospitals Ltd,KKSHL,,,,,,
K K Silk Mills Ltd,KKSILK,,,,,,
Kids Medical Systems Ltd,KMSL,,,,,,
KMS Medisurgi Ltd,KMSMEDI,,,,,,
Koura Fine Diamond Jewelry Ltd,KOURA,,,,,,
KP Green Engineering Ltd,KPGEL,,,,,,
Krupalu Metals Ltd,KRUPALU,,,,,,
KVS Castings Ltd,KVSCASTING,,,,,,
K. V. Toys India Ltd,KVTOYS,,,,,,
Labelkraft Technologies Ltd,LABELKRAFT,,,,,,
Laxmipati Engineering Works Ltd,LAXMIPATI,,,,,,
Leapfrog Engineering Services Ltd,LESL,,,,,,
Lex Nimble Solutions Ltd,LEX,,,,,,
Landmark Global Learning Ltd,LGLL,,,,,,
LGT Business Connextions Ltd,LGT,,,,,,
Liotech Industries Ltd,LIOTECH,,,,,,
L.K.Mehta Polymers Ltd,LKMEHTA,,,,,,
Logica Infoway Ltd,LOGICA,,,,,,
Logiciel Solutions Ltd,LOGICIEL,,,,,,
L. T. Elevator Ltd,LTELEVATOR,,,,,,
Luxury Time Ltd,LUXURY,,,,,,
Maagh Advertising and Marketing Services Ltd,MAAGHADV,,,,,,
Mac Hotels Ltd,MACH,,,,,,
